FK_RESENAR,PK_ARENDE,ARENDE_FARDSATT,ARENDE_ANTAL_LEDSAGARE,ARENDE_ELMOPED,ARENDE_ENSAMAKNING,ARENDE_FRAMSATESPLACERING,ARENDE_ALLERGIANPASSAT,ARENDE_HUND,ARENDE_LANSGRANSDISPENS,ARENDE_BATTAXI,ARENDE_BRYGGA_1,ARENDE_BRYGGA_2
199701212392,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199701222383,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199701232390,,Taxi,0,Ja,Nej,Nej, , , , ,,
199701242381,,Taxi,0,Ja,Nej, , , , , ,,
199701252398,,Rullstolstaxi,0,Ja, , , , , , ,,
199701262389,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199701282387,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199701302383,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199702012387,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199702022394,,Taxi,0,Nej,Nej,Nej, , , , ,,
199702032385,,Taxi,0,Nej,Nej, , , , , ,,
199702042392,,Taxi,0,Nej, , , , , , ,,
199702052383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199702062390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199702072381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199702082398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199702092389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199702102394,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199702112385,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199702122392,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199702132383,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199702152381,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199702172389,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199702192387,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199702212383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199702222390,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199702232381,,Taxi,0,Ja,Ja,Ja, , , , ,,
199702242398,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199702252389,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199702272387,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199703012386,,Bartaxi,0,Ja,Ja,Nej,Nej, , , ,,
199703032384,,Taxi,0,Ja,Ja,Nej, , , , ,,
199703052382,,Taxi,0,Ja,Ja, , , , , ,,
199703072380,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199703092388,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199703112384,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199703122391,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199703132382,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
199703142399,,Taxi,0,Ja,Nej, , , , , ,,
199703152380,,Taxi,0,Ja, , , , , , ,,
199703162397,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199703172388,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199703192386,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199703212382,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199703232380,,Rullstolstaxi,0,Nej,Nej,Nej, , , , ,,
199703242397,,Taxi,0,Nej,Nej, , , , , ,,
199703252388,,Taxi,0,Nej, , , , , , ,,
199703272386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199703302399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199704042382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199704062380,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199704082388,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199704102384,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199704132399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199704142380,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199704152397,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199704162388,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199704172395,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199704182386,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199704192393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199704202382,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199704212399,,Taxi,0,Ja,Ja,Ja, , , , ,,
199704222380,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199704232397,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199704242388,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199704252395,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199704262386,,Taxi,0,Ja,Ja,Nej, , , , ,,
199704272393,,Taxi,0,Ja,Ja, , , , , ,,
199704282384,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199704292391,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199704302380,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199705012392,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199705022383,,Taxi,0,Ja,Nej,Nej, , , , ,,
199705032390,,Taxi,0,Ja,Nej, , , , , ,,
199705042381,,Taxi,0,Ja, , , , , , ,,
199705052398,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199705062389,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199705072396,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199705082387,,Bartaxi,0,Nej,Nej,Nej,Nej, , , ,,
199705092394,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
199705102383,,Taxi,0,Nej,Nej, , , , , ,,
199705112390,,Taxi,0,Nej, , , , , , ,,
199705122381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199705132398,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199705142389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199705152396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199705172394,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199705192392,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199705212398,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199705232396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199705242387,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199705252394,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199705262385,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199705272392,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199705282383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199705292390,,Rullstolstaxi,0,Ja,Ja,Ja,Nej, , , ,,
199705302389,,Taxi,0,Ja,Ja,Ja, , , , ,,
199705312396,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199706022390,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199706032381,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199706042398,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199706062396,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
199706072387,,Bartaxi,0,Ja,Ja, , , , , ,,
199706082394,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199706092385,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199706102390,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199706112381,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199706122398,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
199706132389,,Taxi,0,Ja,Nej, , , , , ,,
199706142396,,Taxi,0,Ja, , , , , , ,,
199706152387,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199706162394,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199706172385,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199706182392,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199706202398,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
199706222396,,Taxi,0,Nej,Nej, , , , , ,,
199706232387,,Taxi,0,Nej, , , , , , ,,
199706252385,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199706262392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199706272383,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199706282390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199706292381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199706302396,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199707012382,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199707022399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199707032380,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199707042397,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199707062395,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199707082393,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199707092384,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199707102399,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199707112380,,Taxi,0,Ja,Ja,Ja, , , , ,,
199707122397,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199707142395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199707162393,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199707172384,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199707182391,,Taxi,0,Ja,Ja,Nej, , , , ,,
199707202397,,Taxi,0,Ja,Ja, , , , , ,,
199707212388,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199707222395,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199707232386,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199707262391,,Bartaxi,0,Ja,Nej,Nej,Nej, , , ,,
199707282399,,Taxi,0,Ja,Nej,Nej, , , , ,,
199707292380,,Taxi,0,Ja,Nej, , , , , ,,
199708012399,,Taxi,0,Ja, , , , , , ,,
199708052395,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199708062386,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199708082384,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199708102380,,Rullstolstaxi,0,Nej,Nej,Nej,Nej, , , ,,
199708112397,,Taxi,0,Nej,Nej,Nej, , , , ,,
199708122388,,Taxi,0,Nej,Nej, , , , , ,,
199708132395,,Taxi,0,Nej, , , , , , ,,
199708142386,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199708162384,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199708172391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199708192399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199708202388,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199708222386,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199708242384,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199708262382,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199708272399,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199708292397,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199708302386,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199708312393,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199709012380,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199709022397,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199709032388,,Taxi,0,Ja,Ja,Ja, , , , ,,
199709042395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199709052386,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199709062393,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199709072384,,Bartaxi,0,Ja,Ja,Nej,Nej, , , ,,
199709082391,,Taxi,0,Ja,Ja,Nej, , , , ,,
199709092382,,Taxi,0,Ja,Ja, , , , , ,,
199709102397,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199709122395,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199709142393,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199709162391,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199709172382,,Taxi,0,Ja,Nej,Nej, , , , ,,
199709182399,,Taxi,0,Ja,Nej, , , , , ,,
199709202395,,Taxi,0,Ja, , , , , , ,,
199709222393,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199709242391,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199709262399,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199709282397,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199710152381,,Taxi,0,Nej,Nej,Nej, , , , ,,
199710172389,,Taxi,0,Nej,Nej, , , , , ,,
199710192387,,Taxi,0,Nej, , , , , , ,,
199710212383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199710232381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199710252389,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199710272387,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199710292385,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199710302390,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199801012387,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199801122392,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199801172389,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199801192387,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
199801232381,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199801282394,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199802042383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199802122383,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199803082388,,Taxi,0,Ja,Ja,Ja, , , , ,,
199806242385,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199807152393,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199808062393,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199808082391,,Bartaxi,0,Ja,Ja,Nej,Nej, , , ,,
199808122395,,Taxi,0,Ja,Ja,Nej, , , , ,,
199808162391,,Taxi,0,Ja,Ja, , , , , ,,
199808182399,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199809042386,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199810012394,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199810072398,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199810152398,,Taxi,0,Ja,Nej,Nej, , , , ,,
199810312398,,Taxi,0,Ja,Nej, , , , , ,,
199811242396,,Taxi,0,Ja, , , , , , ,,
199812182393,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199812302397,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199812312388,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199901022385,,Rullstolstaxi,0,Nej,Nej,Nej,Nej, , , ,,
199901112392,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
199901152398,,Taxi,0,Nej,Nej, , , , , ,,
199901252396,,Taxi,0,Nej, , , , , , ,,
199901282385,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199902022392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199902042390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199902262394,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199902282392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199903052380,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199903202399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199903252386,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199905012390,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199905022381,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199905052396,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199905082385,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199905132396,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199905172392,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199905202389,,Taxi,0,Ja,Ja,Ja, , , , ,,
199905222387,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199905252392,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199905282381,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199905312394,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
199906012381,,Taxi,0,Ja,Ja,Nej, , , , ,,
199906022398,,Taxi,0,Ja,Ja, , , , , ,,
199906032389,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199906042396,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199906092383,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199906122396,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199906142394,,Taxi,0,Ja,Nej,Nej, , , , ,,
199906152385,,Taxi,0,Ja,Nej, , , , , ,,
199906162392,,Taxi,0,Ja, , , , , , ,,
199906202396,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199906232385,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199906242392,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199906252383,,Bartaxi,0,Nej,Nej,Nej,Nej, , , ,,
199906272381,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
199906302394,,Taxi,0,Nej,Nej, , , , , ,,
199907012380,,Taxi,0,Nej, , , , , , ,,
199907062393,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199907092382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199907122395,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199907162391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199907212386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199907242391,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199907292388,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199907302393,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199908022388,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199908052393,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199908062384,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199908082382,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199908132393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199908172399,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199908222384,,Taxi,0,Ja,Ja,Ja, , , , ,,
199908232391,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199908282388,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199908312391,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199909012388,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
199909042393,,Taxi,0,Ja,Ja,Nej, , , , ,,
199909092380,,Taxi,0,Ja,Ja, , , , , ,,
199909122393,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199909162399,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199909172380,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199909212384,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199909242399,,Bartaxi,0,Ja,Nej,Nej, , , , ,,
199909272388,,Rullstolstaxi,0,Ja,Nej, , , , , ,,
199909302391,,Taxi,0,Ja, , , , , , ,,
199910012385,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199910042390,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199910092387,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199910132381,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199910142398,,Taxi,0,Nej,Nej,Nej, , , , ,,
199910162396,,Taxi,0,Nej,Nej, , , , , ,,
199910232389,,Taxi,0,Nej, , , , , , ,,
199910242396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199910272385,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199910302398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199911022383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199911052398,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199911082387,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199911122381,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199911132398,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199911172394,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199911222389,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199911232396,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199911252394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199911282383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199911292390,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199912022382,,Taxi,0,Ja,Ja,Ja, , , , ,,
199912052397,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199912102382,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199912132397,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199912172393,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199912202380,,Taxi,0,Ja,Ja,Nej, , , , ,,
199912222388,,Taxi,0,Ja,Ja, , , , , ,,
199912252393,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199912312395,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
200001012384,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
200001092386,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
200001142397,,Taxi,0,Ja,Nej,Nej, , , , ,,
200001162395,,Taxi,0,Ja,Nej, , , , , ,,
200001212380,,Taxi,0,Ja, , , , , , ,,
200001262393,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
200001272384,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
200001302397,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
200002012391,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
200002022382,,Taxi,0,Nej,Nej,Nej, , , , ,,
200002052397,,Taxi,0,Nej,Nej, , , , , ,,
200002102382,,Taxi,0,Nej, , , , , , ,,
200002132397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
200002152395,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
200002172393,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
200002202380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
200002242386,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
200002252393,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
200002282382,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
200003012382,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
200003042397,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
200003062395,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
200003092384,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
200003122397,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
200003182391,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
200003212388,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
200003262391,,Taxi,0,Ja,Ja,Ja, , , , ,,
200003272382,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
200003302395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
200004022380,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
200004052395,,Bartaxi,0,Ja,Ja,Nej,Nej, , , ,,
200004082384,,Taxi,0,Ja,Ja,Nej, , , , ,,
200004122388,,Taxi,0,Ja,Ja, , , , , ,,
200004132395,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
200004172391,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
200004222386,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
200004252391,,Bartaxi,0,Ja,Nej,Nej,Nej, , , ,,
200004262382,,Taxi,0,Ja,Nej,Nej, , , , ,,
200004272399,,Taxi,0,Ja,Nej, , , , , ,,
200004292397,,Bartaxi,0,Ja, , , , , , ,,
200005022389,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
200005052394,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
200005082383,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
200005132394,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
200005142385,,Taxi,0,Nej,Nej,Nej, , , , ,,
200005152392,,Rullstolstaxi,0,Nej,Nej, , , , , ,,
200005172390,,Bartaxi,0,Nej, , , , , , ,,
200005202387,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
200005252390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
200005262381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
