Pnr,PnrTyp,Tilltalskod,Fnamn,Mnamn,Enamn,Lan,Kommun,Fors,FbUtdelAdr2,FbPostnr,FbPostort,AvrOrsak,AviNamn,FbAviUtdelAdr,FbAviPostnr,FbAviPostort,Kon,SekrMark
200108182395,P,10,Rolf, ,Grässnultra Centrolabrus,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Grässnultra Centrolabrus, Rolf",Olofsgatan 13,19330,Sigtuna      ,M,N
200110032398,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
200110102381,P,10,Alva, ,Rollulus,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Rollulus, Alva",Ölmevägen 15,12332,Farsta       ,K,N
200111022398,P,10,Thomas, ,Merula,1,83,99,Rissneleden 41,17444,Sundbyberg,  ,"Merula, Thomas",Rissneleden 41,17444,Sundbyberg   ,M,N
200111192381,P,10,Sally Anne, ,Argentinidae,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Argentinidae, Sally Anne",Olvontunet 7,18148,Lidingö      ,K,N
200112052386,P,10,Anna, ,Hajar,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Hajar, Anna",Skarpnäcks Allé 62,12833,Skarpnäck    ,K,N
200112132386,P,10,Anna, ,Hajar,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Hajar, Anna",Svartågatan 36,12845,Bagarmossen  ,K,N
200112142393,P,10,Proviva, ,Brungylta Labrus,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Brungylta Labrus, Proviva",Svartågatan 36,12845,Bagarmossen  ,M,N
200201202389,P,10,Carla, ,Dvärghamstrar,1,82,99,Laxgatan 8,13343,Saltsjöbaden,  ,"Dvärghamstrar, Carla",Laxgatan 8/Bergek,13343,Saltsjöbaden ,K,N
200202042388,P,10,Ingegerd, ,Kvastpiggsvin,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Kvastpiggsvin, Ingegerd",Ölmevägen 15,12332,Farsta       ,K,N
200202062386,P,10,Petronella, ,Ratufa,1,27,99,Vreta backe 24,14744,Tumba,  ,"Ratufa, Petronella",Vreta backe 24,14744,Tumba        ,K,N
200202072393,P,10,Anton, ,Petrodromus,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Petrodromus, Anton",Nydalavägen 73/Popplar,15251,Södertälje   ,M,N
200202102380,P,10,Ella, ,Lucius,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Lucius, Ella",Tideliusgatan 27,11869,Stockholm    ,K,N
200202142386,P,10,Rut, ,Rheinardia,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Rheinardia, Rut",Hampvägen 4,14567,Norsborg     ,K,N
200202262382,P,10,Cecilia, ,Guldlaxartade,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Guldlaxartade, Cecilia",Liedbergsgatan 3B,35230,Växjö        ,K,N
200203012398,P,10,Bo, ,Molva,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Molva, Bo",Ripvägen 12,17564,Järfälla     ,M,N
200203152392,P,10,Oskar, ,Mykiss,1,80,99,Bivägen 12A ,12558,Älvsjö,  ,"Mykiss, Oskar",Bivägen 12A,12558,Älvsjö       ,M,N
200203162383,P,10,Minna, ,Kolmule Micromesistius,1,26,99,Visättravägen 49,14150,Huddinge,  ,"Kolmule Micromesistius, Minna",Visättravägen 49,14150,Huddinge     ,K,N
200203192398,P,10,Zack Marius, ,Alburnus,1,26,99,Visättravägen 49,14150,Huddinge,  ,"Alburnus, Zack Marius",Visättravägen 49,14150,Huddinge     ,M,N
200204052393,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
200204302384,P,10,Annika, ,Molva,1,82,99,Edövägen 16B,13230,Saltsjö-boo,  ,"Molva, Annika",Edövägen 16B,13230,Saltsjö-boo  ,K,N
200205062383,P,10,Anna, ,Harengus,1,82,99,Henriksdalsringen 53,13132,Nacka,  ,"Harengus, Anna",Henriksdalsringen 53,13132,Nacka        ,K,N
200205152390,P,10,Åke, ,Myxinidae,1,39,99,Finnstastigen 88,19735,Bro,  ,"Myxinidae, Åke",Finnstastigen 88,19735,Bro          ,M,N
200206012395,P,10,Anna Karin, ,Ibidorhyncha,25,83,99,Antmans väg 31,95334,Haparanda,  ,"Ibidorhyncha, Anna Karin",Antmans väg 31/Rödek,95334,Haparanda    ,M,N
200206102386,P,10,Elsa, ,Piscatorius,1,81,99,Mjölnarstigen 11,15021,Mölnbo,  ,"Piscatorius, Elsa",Mjölnarstigen 11/Asp,15021,Mölnbo       ,K,N
200209072396,P,10,Mark, ,Gråhajartade,1,80,99,Dalagatan 35B,11323,Stockholm,  ,"Gråhajartade, Mark",Dalagatan 35B,11323,Stockholm    ,M,N
200209302389,P,  , , , ,1,98,99, ,     , ,  , , ,     ,             , ,J
200210102380,P,10,Josephine Maritha, ,Marulk Lophius,23,80,99,Ringvägen 21A,83137,Östersund,  ,"Marulk Lophius, Josephine Maritha",Ringvägen 21A,83137,Östersund    ,K,N
200210202388,P,10,Vanessa, ,Procapra,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Procapra, Vanessa",Kristallvägen 49F,12678,Hägersten    ,K,N
200211012398,P,10,Andreas, ,Mört Rutilus,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,AV,"Mört Rutilus, Andreas",SANDSTUGAN 2/Sälg,14992,Nynäshamn    ,M,N
200211302385,P,10,Ulrika, ,Aplodontia,1,86,99,Korsfararvägen 46,18140,Lidingö,  ,"Aplodontia, Ulrika",Korsfararvägen 46,18140,Lidingö      ,K,N
200212112395,P,10,Magnus, ,Nejonögon,1,92,99,Odins väg 1C,14933,Nynäshamn,  ,"Nejonögon, Magnus",Odins väg 1C,14933,Nynäshamn    ,M,N
200212252399,P,10,Mark, ,Gråsej-Pollachius,1,80,99,Sollidenbacken,11521,Stockholm,  ,"Gråsej-Pollachius, Mark",Sollidenbacken,11521,Stockholm    ,M,N
200212262380,P,10,Mary Alice, ,Alosa,1,80,99,Tideliusgatan 27,11869,Stockholm,  ,"Alosa, Mary Alice",Tideliusgatan 27,11869,Stockholm    ,K,N
200212272397,P,10,Antony Clark, ,Sciurus,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Sciurus, Antony Clark",Olvontunet 7/Quercus,18148,Lidingö      ,M,N
200212282388,P,10,Chantilly, ,Phodopus,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Phodopus, Chantilly",Vårbergsplan 10,12743,Skärholmen   ,K,N
200212292395,P,10,Jerry, ,Bleka Pollachius,1,82,99,Bergstigen 117,13833,Älta,  ,"Bleka Pollachius, Jerry",Bergstigen 117/Acer,13833,Älta         ,M,N
200301142386,P,10,Anette, ,Phasianus,1,83,99,Rissneleden 41,17444,Sundbyberg,  ,"Phasianus, Anette",Rissneleden 41/Rödek,17444,Sundbyberg   ,K,N
200301282380,P,10,Susanne, ,Gädda Esox,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Gädda Esox, Susanne",Villagatan 2C,93162,Skellefteå   ,K,N
200302202387,P,10,Charlotte, ,Rhynchocyon,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Rhynchocyon, Charlotte",Liedbergsgatan 3B,35230,Växjö        ,K,N
200305202384,P,10,Gun, ,Lucius,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Lucius, Gun",Eldarevägen 13,15531,Nykvarn      ,K,N
200307022384,P,10,Elin, ,Gärs Gymnocephalus,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Gärs Gymnocephalus, Elin",Arvesgärde 10,41744,Göteborg     ,K,N
200307222380,P,10,Therese, ,Gös Sander,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Gös Sander, Therese",Dalgatan 42,64632,Gnesta       ,K,N
200308122381,P,10,Sandra, ,Berggylta,1,80,99,Skarpnäcks Allé 62,12833,Skarpnäck,  ,"Berggylta, Sandra",Skarpnäcks Allé 62,12833,Skarpnäck    ,K,N
200309022382,P,10,Monika, ,Petromyzontiformes,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Petromyzontiformes, Monika",Liedbergsgatan 3B,35230,Växjö        ,K,N
200501122386,P,10,Linn, ,Guldlax Argentina,1,80,99,Ölmevägen 15,12332,Farsta,  ,"Guldlax Argentina, Linn",Ölmevägen 15,12332,Farsta       ,K,N
200501252399,P,10,Pontus, ,Broskfiskar,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Broskfiskar, Pontus",Vårbergsplan 10,12743,Skärholmen   ,M,N
200501262380,P,10,Märta, ,Rajiformes,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Rajiformes, Märta",Svartågatan 36,12845,Bagarmossen  ,K,N
200501282388,P,20,Julia Evy Fransiska, ,Mykiss,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Mykiss, Julia Evy Fransiska",Ölandsresan 51,75755,Uppsala      ,K,N
200501302384,P,10,Robin Margareta, ,Ailurops,1,27,99,Forvägen 17,14551,Norsborg,  ,"Ailurops, Robin Margareta",Forvägen 17,14551,Norsborg     ,K,N
200502012396,P,10,Per, ,Cernuus,25,84,99,August Malmsgatan 17B,98136,Kiruna,  ,"Cernuus, Per",August Malmsgatan 17B,98136,Kiruna       ,M,N
200502022387,P,10,Sonja, ,Maxillaris,3,80,99,Ölandsresan 51,75755,Uppsala,  ,"Maxillaris, Sonja",Ölandsresan 51,75755,Uppsala      ,K,N
200502042385,P,10,Olivia, ,Marulkfiskar,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Marulkfiskar, Olivia",Dalgatan 42,64632,Gnesta       ,K,N
200502062383,P,10,Therese Maria, ,Thymallus,3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Thymallus, Therese Maria",Thunbergsvägen 14,75238,Uppsala      ,K,N
200502082381,P,30,Sofia Vilma Thérese, ,Lota,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Lota, Sofia Vilma Thérese",Södra Jordbrovägen 33,13654,Haninge      ,K,N
200502102387,P,10,Laura Filippa, ,Callosciurus,1,27,99,Vreta backe 24,14744,Tumba,  ,"Callosciurus, Laura Filippa",Vreta backe 24,14744,Tumba        ,K,N
200502122385,P,10,Siv, ,Hälleflundra Hippoglossus,1,62,99,Berguddsvägen 4,18253,Danderyd,  ,"Hälleflundra Hippoglossus, Siv",Berguddsvägen 4,18253,Danderyd     ,K,N
200502142383,P,10,Karolina, ,Sprattus,1,80,99,Hövdingagatan 13,12652,Hägersten,  ,"Sprattus, Karolina",Hövdingagatan 13,12652,Hägersten    ,K,N
200502162381,P,10,Märta, ,Makrillfiskar,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Makrillfiskar, Märta",Ljunggatan 13,41321,Göteborg     ,K,N
200502182389,P,10,Julia, ,Microcephalus,1,62,99,Bergstigen 12,18278,Stocksund,  ,"Microcephalus, Julia",Bergstigen 12,18278,Stocksund    ,K,N
200502202385,P,10,Sofie, ,Lumpus,1,26,99,Paradistorget 16,14147,Huddinge,  ,"Lumpus, Sofie",Paradistorget 16,14147,Huddinge     ,K,N
200502222383,P,10,Ulrika, ,Elephantulus,1,86,99,Herrgårdsstigen 4,18162,Lidingö,  ,"Elephantulus, Ulrika",Herrgårdsstigen 4,18162,Lidingö      ,K,N
200502242381,P,10,Josefin, ,Lucius,1,27,99,Soltorpsvägen 8,14732,Tumba,  ,"Lucius, Josefin",Soltorpsvägen 8,14732,Tumba        ,K,N
200502262389,P,10,Victoria, ,Dipodomys,1,27,99,Soltorpsvägen 8,14732,Tumba,  ,"Dipodomys, Victoria",Soltorpsvägen 8/Rönn,14732,Tumba        ,K,N
200502282387,P,10,Pia, ,Naemorhedus,1,62,99,Berguddsvägen 4,18253,Danderyd,  ,"Naemorhedus, Pia",Berguddsvägen 4,18253,Danderyd     ,K,N
200503022386,P,10,Minna, ,Käklösa,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Käklösa, Minna",Emanuel Birkes väg 8C,14430,Rönninge     ,K,N
200503042384,P,10,Ylva, ,Atlantlax Salmo,1,80,99,Sollidenbacken,11521,Stockholm,  ,"Atlantlax Salmo, Ylva",Sollidenbacken,11521,Stockholm    ,K,N
200503062382,P,10,Patricia, ,Grysbokar,1,81,99,Högmovägen 20,15186,Södertälje,  ,"Grysbokar, Patricia",Högmovägen 20,15186,Södertälje   ,K,N
200503082380,P,10,Gunilla, ,Maximus,1,80,99,Rindögatan 21,11558,Stockholm,  ,"Maximus, Gunilla",Rindögatan 21,11558,Stockholm    ,K,N
200503102386,P,10,Ulla, ,Bandicota,1,92,99,Odins väg 1C,14933,Nynäshamn,  ,"Bandicota, Ulla",Odins väg 1C,14933,Nynäshamn    ,K,N
200503112393,P,10,Yuri, ,Aequoreus,1,82,99,Henriksdalsringen 53,13132,Nacka,  ,"Aequoreus, Yuri",Henriksdalsringen 53,13132,Nacka        ,M,N
200503122384,P,10,Ebba, ,Majfisk Alosa,14,80,99,Arvesgärde 10,41744,Göteborg,  ,"Majfisk Alosa, Ebba",Arvesgärde 10,41744,Göteborg     ,K,N
200503142382,P,10,Vivvi Marianne, ,Tamiasciurus,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Tamiasciurus, Vivvi Marianne",Förrådsvägen 7,38631,Färjestaden  ,K,N
200503162380,P,10,Linda, ,Gadidae,1,91,99,Valstavägen 42,19550,Märsta,  ,"Gadidae, Linda",Valstavägen 42,19550,Märsta       ,K,N
200503182388,P,10,Kirsi, ,Ibisar,1,62,99,Berguddsvägen 4,18253,Danderyd,  ,"Ibisar, Kirsi",Berguddsvägen 4,18253,Danderyd     ,K,N
200503202384,P,10,Ulrika, ,Planigale,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Planigale, Ulrika",Ljunggatan 13,41321,Göteborg     ,K,N
200503222382,P,10,Jessica, ,Läppfiskar Labridae,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Läppfiskar Labridae, Jessica",Klarbärsgatan 49,75452,Uppsala      ,K,N
200503242380,P,10,Otilia, ,Ekorrar,1,82,99,Sturevägen,13338,Saltsjöbaden,  ,"Ekorrar, Otilia",Sturevägen,13338,Saltsjöbaden ,K,N
200503262388,P,10,Karla Junie, ,Silverfiskar,1,91,99,Valstavägen 42,19550,Märsta,  ,"Silverfiskar, Karla Junie",Valstavägen 42/Quercus,19550,Märsta       ,K,N
200503282386,P,10,Nansy, ,Sandskädda Limanda,1,26,99,Paradistorget 16,14147,Huddinge,  ,"Sandskädda Limanda, Nansy",Paradistorget 16,14147,Huddinge     ,K,N
200503302382,P,10,Paulina, ,Hönsgås,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Hönsgås, Paulina",Kinnaredsgränd 9,12572,Älvsjö       ,K,N
200504022385,P,10,Lene Evangelina, ,Brama,1,40,99,Eldarevägen 13,15531,Nykvarn,  ,"Brama, Lene Evangelina",Eldarevägen 13,15531,Nykvarn      ,K,N
200504042383,P,10,Berit, ,Långa Molva,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Långa Molva, Berit",Liedbergsgatan 3B,35230,Växjö        ,K,N
200504062381,P,10,Elin, ,Havskattfiskar,1,27,99,Soltorpsvägen 8,14732,Tumba,  ,"Havskattfiskar, Elin",Soltorpsvägen 8/Ulmus,14732,Tumba        ,K,N
200504082389,P,10,Monica, ,Nors Osmerus,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Nors Osmerus, Monica",Hampvägen 4,14567,Norsborg     ,K,N
200504102385,P,10,Ellinor, ,Lupus,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Lupus, Ellinor",Liedbergsgatan 3B,35230,Växjö        ,K,N
200504122383,P,10,Alexandra, ,Lumbriciformis,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Lumbriciformis, Alexandra",Dalgatan 42,64632,Gnesta       ,K,N
200504142381,P,10,Sozan, ,Myxini  ,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Myxini  , Sozan",Ljunggatan 13,41321,Göteborg     ,K,N
200504162389,P,10,Cecilia, ,Peromyscus,1,80,99,Sergelgatan 12,11157,Stockholm,  ,"Peromyscus, Cecilia",Sergelgatan 12,11157,Stockholm    ,K,N
200504182387,P,10,Viktoria, ,Funisciurus,1,80,99,Sollidenbacken,11521,Stockholm,  ,"Funisciurus, Viktoria",Sollidenbacken/Quercus,11521,Stockholm    ,K,N
200504202383,P,10,Sonia, ,Marinus,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Marinus, Sonia",Hampvägen 4,14567,Norsborg     ,K,N
200504222381,P,10,Inger, ,Perognathus,1,27,99,Månskensvägen 38,14646,Tullinge,  ,"Perognathus, Inger",Månskensvägen 38/Vresalm,14646,Tullinge     ,K,N
200504242389,P,10,Malena, ,Storsik Coregonus,1,82,99,Sturevägen,13338,Saltsjöbaden,  ,"Storsik Coregonus, Malena",Sturevägen,13338,Saltsjöbaden ,K,N
200504262387,P,10,Rebecca, ,Lucioperca,20,62,99,Stenvägen 4,79237,Mora,  ,"Lucioperca, Rebecca",Stenvägen 4,79237,Mora         ,K,N
200504282385,P,10,Johanna, ,Karpartade,1,81,99,Nydalavägen 73,15251,Södertälje,  ,"Karpartade, Johanna",Nydalavägen 73,15251,Södertälje   ,K,N
200504302381,P,10,Sara, ,Fiskeriverkets,1,23,99,Bråvallavägen,17561,Järfälla,  ,"Fiskeriverkets, Sara",Bråvallavägen/Carpinus,17561,Järfälla     ,K,N
200505022384,P,10,Gun, ,Lophiiformes,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Lophiiformes, Gun",Villagatan 2C,93162,Skellefteå   ,K,N
200505042382,P,10,Rut, ,Lophiidae,8,40,99,Förrådsvägen 7,38631,Färjestaden,  ,"Lophiidae, Rut",Förrådsvägen 7,38631,Färjestaden  ,K,N
200505062380,P,10,Lena, ,Anguillidae,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Anguillidae, Lena",Emanuel Birkes väg 8C,14430,Rönninge     ,K,N
200505082388,P,10,Charlotte, ,Limanda,4,61,99,Dalgatan 42,64632,Gnesta,  ,"Limanda, Charlotte",Dalgatan 42,64632,Gnesta       ,K,N
200505102384,P,10,Ingrid, ,Equus onager,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Equus onager, Ingrid",Lekplatsvägen 1/Carpinus,17271,Sundbyberg   ,K,N
200505122382,P,10,Britt, ,Lerskädda Hippoglossoides,4,86,99,Bruksvägen 6A,64751,Åkers Styckebruk,  ,"Lerskädda Hippoglossoides, Britt",Bruksvägen 6A,64751,Åkers Styckeb,K,N
200505142380,P,10,Marie, ,Mustela putorius,1,27,99,Hampvägen 4,14567,Norsborg,  ,"Mustela putorius, Marie",Hampvägen 4/Populus,14567,Norsborg     ,K,N
200505162388,P,10,Eva, ,Naemorhedus,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Naemorhedus, Eva",Emanuel Birkes väg 8C,14430,Rönninge     ,K,N
200505182386,P,10,Yvonne, ,Lavaretus,3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Lavaretus, Yvonne",Thunbergsvägen 14,75238,Uppsala      ,K,N
200505202382,P,10,Margareta, ,Ekorrar,1,28,99,Westerdahlsvägen 39,14461,Rönninge,  ,"Ekorrar, Margareta",Westerdahlsvägen 39,14461,Rönninge     ,K,N
200505222380,P,10,Sofia Frida, ,Laxfiskar,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Laxfiskar, Sofia Frida",Klarbärsgatan 49,75452,Uppsala      ,K,N
200505242388,P,10,Lovisa, ,Laterna',3,80,99,Thunbergsvägen 14,75238,Uppsala,  ,"Laterna', Lovisa",Thunbergsvägen 14,75238,Uppsala      ,K,N
200505262386,P,10,Veronic Lisbeth Tessie Mary Fidella, ,Cereopsis,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Cereopsis, Veronic Lisbeth T M F",Liedbergsgatan 3B,35230,Växjö        ,K,N
200505282384,P,10,Vicky Cecilia, ,Petauroides,1,28,99,Emanuel Birkes väg 8C,14430,Rönninge,  ,"Petauroides, Vicky Cecilia",Emanuel Birkes väg 8C,14430,Rönninge     ,K,N
200505302380,P,10,Flisa Viola, ,Cernuus,1,82,99,Bergdalsvägen 29,13241,Saltsjö-boo,  ,"Cernuus, Flisa Viola",Bergdalsvägen 29,13241,Saltsjö-boo  ,K,N
200506022383,P,10,Anna, ,Havsnål Nerophis,1,82,99,Bergdalsvägen 29,13241,Saltsjö-boo,  ,"Havsnål Nerophis, Anna",Bergdalsvägen 29,13241,Saltsjö-boo  ,K,N
200506042381,P,10,Elisabeth, ,Knaggrocka Raja,1,86,99,Herrgårdsstigen 4,18162,Lidingö,  ,"Knaggrocka Raja, Elisabeth",Herrgårdsstigen 4,18162,Lidingö      ,K,N
200506062389,P,12,Arja-Lisa, ,Pigghajartade,1,39,99,Finnstastigen 88,19735,Bro,  ,"Pigghajartade, Arja-Lisa",Finnstastigen 88/Acer,19735,Bro          ,K,N
200506082387,P,10,Madeleine, ,Lamniformes,3,80,99,Klarbärsgatan 49,75452,Uppsala,  ,"Lamniformes, Madeleine",Klarbärsgatan 49,75452,Uppsala      ,K,N
200506102383,P,10,Mia-My, ,Hajar,1,36,99,Allévägen 9A,13756,Tungelsta,  ,"Hajar, Mia-My",Allévägen 9A,13756,Tungelsta    ,K,N
200506122381,P,10,Camilla, ,Lamnidae,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Lamnidae, Camilla",Villagatan 2C,93162,Skellefteå   ,K,N
200506142389,P,34,Frida Liliana Martina Veronica, ,Gråhajartade,12,64,99,Västra Hornsgatan 3,27432,Skurup,  ,"Gråhajartade, F L Martina Veronica",Västra Hornsgatan 3,27432,Skurup       ,K,N
200506162387,P,10,Lisbeth, ,Lophiidae,1,91,99,Olofsgatan 13,19330,Sigtuna,  ,"Lophiidae, Lisbeth",Olofsgatan 13,19330,Sigtuna      ,K,N
200506182385,P,10,Mona, ,Molva,1,82,99,Bergstigen 117,13833,Älta,  ,"Molva, Mona",Bergstigen 117,13833,Älta         ,K,N
200506202381,P,10,Amanda, ,Lakefiskar,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Lakefiskar, Amanda",Villagatan 2C,93162,Skellefteå   ,K,N
200506222389,P,10,Maj, ,Sandskädda Limanda,1,62,99,Berguddsvägen 4,18253,Danderyd,  ,"Sandskädda Limanda, Maj",Berguddsvägen 4,18253,Danderyd     ,K,N
200506242387,P,10,Siv, ,Lake Lota,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Lake Lota, Siv",Liedbergsgatan 3B,35230,Växjö        ,K,N
200506262385,P,10,Agnes, ,Gemsar,1,62,99,Bergstigen 12,18278,Stocksund,  ,"Gemsar, Agnes",Bergstigen 12,18278,Stocksund    ,K,N
200506282383,P,10,Sonja, ,Merula,1,81,99,Mörtstigen 30,15139,Södertälje,  ,"Merula, Sonja",Mörtstigen 30,15139,Södertälje   ,K,N
200506302389,P,10,Olivia, ,Buskmöss,1,26,99,Visättravägen 49,14150,Huddinge,  ,"Buskmöss, Olivia",Visättravägen 49/Ask,14150,Huddinge     ,K,N
200507022382,P,10,Inga, ,Grysbokar,1,23,99,Ripvägen 12,17564,Järfälla,  ,"Grysbokar, Inga",Ripvägen 12,17564,Järfälla     ,K,N
200507042380,P,10,Klara, ,Pseudomys,1,36,99,Södra Jordbrovägen 33,13654,Haninge,  ,"Pseudomys, Klara",Södra Jordbrovägen 33/Ek,13654,Haninge      ,K,N
200507062388,P,10,Isabelle, ,Abborre Perca,1,83,99,Rissneleden 41,17444,Sundbyberg,  ,"Abborre Perca, Isabelle",Rissneleden 41,17444,Sundbyberg   ,K,N
200507082386,P,10,Lisa, ,Käklösa,14,80,99,Ljunggatan 13,41321,Göteborg,  ,"Käklösa, Lisa",Ljunggatan 13,41321,Göteborg     ,K,N
200507102382,P,10,Sandra, ,Berggylta Labrus,1,80,99,Svartågatan 36,12845,Bagarmossen,  ,"Berggylta Labrus, Sandra",Svartågatan 36,12845,Bagarmossen  ,K,N
200507122380,P,10,Gun, ,Lumbriciformis,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Lumbriciformis, Gun",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
200507142388,P,10,Kelly, ,Dik-dikar,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Dik-dikar, Kelly",Olvontunet 7,18148,Lidingö      ,K,N
200507172393,P,10,Liam Nikolaj, ,Albula,1,36,99,Furunäs 30,13770,Dalarö,  ,"Albula, Liam Nikolaj",Furunäs 30/Salix,13770,Dalarö       ,M,N
200507182384,P,10,Inger, ,Aplodontia,1,27,99,Forvägen 17,14551,Norsborg,AV,"Aplodontia, Inger",Forvägen 17/Bohuslind,14551,Norsborg     ,K,N
200507202380,P,10,Yvonne, ,Bjoerkna,1,36,99,Furunäs 30,13770,Dalarö,  ,"Bjoerkna, Yvonne",Furunäs 30,13770,Dalarö       ,K,N
200507222388,P,10,Lovisa, ,Osmeridae,1,27,99,Vreta backe 24,14744,Tumba,  ,"Osmeridae, Lovisa",Vreta backe 24/Popplar,14744,Tumba        ,K,N
200507242386,P,10,Karolina, ,Kolmule Micromesistius,7,80,99,Liedbergsgatan 3B,35230,Växjö,  ,"Kolmule Micromesistius, Karolina",Liedbergsgatan 3B,35230,Växjö        ,K,N
200507262384,P,10,Madeleine, ,Platessoides,1,80,99,Vårbergsplan 10,12743,Skärholmen,  ,"Platessoides, Madeleine",Vårbergsplan 10,12743,Skärholmen   ,K,N
200507282382,P,10,Kristin, ,Kolja Melanogrammus,24,82,99,Villagatan 2C,93162,Skellefteå,  ,"Kolja Melanogrammus, Kristin",Villagatan 2C,93162,Skellefteå   ,K,N
200507302388,P,10,Siv, ,Håkäring Somniosus,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Håkäring Somniosus, Siv",Olvontunet 7,18148,Lidingö      ,K,N
200508022381,P,10,Lisa, ,Käklösa,1,83,99,Lekplatsvägen 1,17271,Sundbyberg,  ,"Käklösa, Lisa",Lekplatsvägen 1,17271,Sundbyberg   ,K,N
200508042389,P,10,Åsa, ,Draco,1,82,99,Sturevägen,13338,Saltsjöbaden,  ,"Draco, Åsa",Sturevägen/Björk,13338,Saltsjöbaden ,K,N
200508062387,P,10,Karolina, ,Slätvar Scophthalmus,1,80,99,Kinnaredsgränd 9,12572,Älvsjö,  ,"Slätvar Scophthalmus, Karolina",Kinnaredsgränd 9,12572,Älvsjö       ,K,N
200508082385,P,10,Emelie, ,Scophthalmidae,1,80,99,Kristallvägen 49F ,12678,Hägersten,  ,"Scophthalmidae, Emelie",Kristallvägen 49F/Tilia,12678,Hägersten    ,K,N
200508102381,P,10,Caroline, ,Planigale,1,92,99,SANDSTUGAN 2,14992,Nynäshamn,  ,"Planigale, Caroline",SANDSTUGAN 2/Fraxinus,14992,Nynäshamn    ,K,N
200508122389,P,10,Julia, ,Merula,1,62,99,Vendevägen 5F,18269,Djursholm,  ,"Merula, Julia",Vendevägen 5F,18269,Djursholm    ,K,N
200508142387,P,12,Lilly-Ann, ,Clupeiformes,1,26,99,Terapivägen 16D,14156,Huddinge,  ,"Clupeiformes, Lilly-Ann",Terapivägen 16D/Fagus,14156,Huddinge     ,K,N
200508162385,P,10,Sofie, ,Lumbriciformis,1,26,99,Stationsvägen 34A,14140,Huddinge,  ,"Lumbriciformis, Sofie",Stationsvägen 34A,14140,Huddinge     ,K,N
200508182383,P,10,Ulrika, ,Taurotragus,1,86,99,Olvontunet 7,18148,Lidingö,  ,"Taurotragus, Ulrika",Olvontunet 7,18148,Lidingö      ,K,N
